Date	Hour	Power
09-09-2017	12:00:00	7.024
09-09-2017	13:00:00	7.012
09-09-2017	14:00:00	7.026
09-09-2017	15:00:00	7.033
09-09-2017	16:00:00	7.428
09-09-2017	17:00:00	7.966
09-09-2017	18:00:00	7.943
09-09-2017	19:00:00	7.791
09-09-2017	20:00:00	7.859
09-09-2017	21:00:00	7.299
09-09-2017	22:00:00	6.722
09-09-2017	23:00:00	6.221
10-09-2017	00:00:00	5.583
10-09-2017	01:00:00	5.313
10-09-2017	02:00:00	5.12
10-09-2017	03:00:00	5.062
10-09-2017	04:00:00	5.106
10-09-2017	05:00:00	5.13
10-09-2017	06:00:00	5.017
10-09-2017	07:00:00	5.259
10-09-2017	08:00:00	6.052
10-09-2017	09:00:00	6.612
10-09-2017	10:00:00	6.949
10-09-2017	11:00:00	6.924
10-09-2017	12:00:00	6.678
10-09-2017	13:00:00	6.406
10-09-2017	14:00:00	6.145
10-09-2017	15:00:00	6.081
10-09-2017	16:00:00	6.445
10-09-2017	17:00:00	7.061
10-09-2017	18:00:00	7.296
10-09-2017	19:00:00	7.597
10-09-2017	20:00:00	7.999
10-09-2017	21:00:00	7.375
10-09-2017	22:00:00	6.411
10-09-2017	23:00:00	5.429
11-09-2017	00:00:00	4.833
11-09-2017	01:00:00	4.605
11-09-2017	02:00:00	4.532
11-09-2017	03:00:00	4.561
11-09-2017	04:00:00	4.579
11-09-2017	05:00:00	4.874
11-09-2017	06:00:00	5.903
11-09-2017	07:00:00	6.567
11-09-2017	08:00:00	6.47
11-09-2017	09:00:00	6.276
11-09-2017	10:00:00	6.109
11-09-2017	11:00:00	6.128
11-09-2017	12:00:00	6.358
11-09-2017	13:00:00	6.148
11-09-2017	14:00:00	6.154
11-09-2017	15:00:00	6.171
11-09-2017	16:00:00	6.421
11-09-2017	17:00:00	7.191
11-09-2017	18:00:00	7.272
11-09-2017	19:00:00	7.675
11-09-2017	20:00:00	8.01
11-09-2017	21:00:00	7.357
11-09-2017	22:00:00	6.584
11-09-2017	23:00:00	5.658
12-09-2017	00:00:00	5.085
12-09-2017	01:00:00	4.819
12-09-2017	02:00:00	4.712
12-09-2017	03:00:00	4.642
12-09-2017	04:00:00	4.75
12-09-2017	05:00:00	4.946
12-09-2017	06:00:00	6.122
12-09-2017	07:00:00	6.73
12-09-2017	08:00:00	6.527
12-09-2017	09:00:00	6.279
12-09-2017	10:00:00	6.022
12-09-2017	11:00:00	5.934
12-09-2017	12:00:00	5.699
12-09-2017	13:00:00	5.515
12-09-2017	14:00:00	5.455
12-09-2017	15:00:00	5.571
12-09-2017	16:00:00	5.924
12-09-2017	17:00:00	6.807
12-09-2017	18:00:00	7.009
12-09-2017	19:00:00	7.331
12-09-2017	20:00:00	7.893
12-09-2017	21:00:00	7.283
12-09-2017	22:00:00	6.489
12-09-2017	23:00:00	5.504
13-09-2017	00:00:00	5.013
13-09-2017	01:00:00	4.677
13-09-2017	02:00:00	4.657
13-09-2017	03:00:00	4.564
13-09-2017	04:00:00	4.749
13-09-2017	05:00:00	5.13
13-09-2017	06:00:00	6.1
13-09-2017	07:00:00	6.863
13-09-2017	08:00:00	6.669
13-09-2017	09:00:00	6.585
13-09-2017	10:00:00	6.604
13-09-2017	11:00:00	6.787
13-09-2017	12:00:00	6.911
13-09-2017	13:00:00	6.998
13-09-2017	14:00:00	7.032
13-09-2017	15:00:00	7.008
13-09-2017	16:00:00	7.135
13-09-2017	17:00:00	8.519
13-09-2017	18:00:00	9.129
13-09-2017	19:00:00	9.247
13-09-2017	20:00:00	8.964
13-09-2017	21:00:00	8.106
13-09-2017	22:00:00	7.15
13-09-2017	23:00:00	6.282
14-09-2017	00:00:00	5.691
14-09-2017	01:00:00	5.45
14-09-2017	02:00:00	5.4
14-09-2017	03:00:00	5.361
14-09-2017	04:00:00	5.399
14-09-2017	05:00:00	5.694
14-09-2017	06:00:00	6.877
14-09-2017	07:00:00	7.649
14-09-2017	08:00:00	7.492
14-09-2017	09:00:00	7.282
14-09-2017	10:00:00	7.143
14-09-2017	11:00:00	7.05
14-09-2017	12:00:00	7.12
14-09-2017	13:00:00	7.138
14-09-2017	14:00:00	7.096
14-09-2017	15:00:00	7.277
14-09-2017	16:00:00	7.685
14-09-2017	17:00:00	8.606
14-09-2017	18:00:00	9.362
14-09-2017	19:00:00	9.386
14-09-2017	20:00:00	9.458
14-09-2017	21:00:00	8.519
14-09-2017	22:00:00	7.61
14-09-2017	23:00:00	6.628
15-09-2017	00:00:00	6.05
15-09-2017	01:00:00	5.716
15-09-2017	02:00:00	5.545
15-09-2017	03:00:00	5.505
15-09-2017	04:00:00	5.601
15-09-2017	05:00:00	5.795
15-09-2017	06:00:00	6.941
15-09-2017	07:00:00	7.586
15-09-2017	08:00:00	7.42
15-09-2017	09:00:00	6.99
15-09-2017	10:00:00	6.495
15-09-2017	11:00:00	6.306
15-09-2017	12:00:00	6.127
15-09-2017	13:00:00	5.982
15-09-2017	14:00:00	6.074
15-09-2017	15:00:00	5.879
15-09-2017	16:00:00	6.27
15-09-2017	17:00:00	7.154
15-09-2017	18:00:00	7.42
15-09-2017	19:00:00	7.818
15-09-2017	20:00:00	8.007
15-09-2017	21:00:00	7.313
15-09-2017	22:00:00	6.737
15-09-2017	23:00:00	6.063
16-09-2017	00:00:00	5.685
16-09-2017	01:00:00	5.385
16-09-2017	02:00:00	5.074
16-09-2017	03:00:00	5.009
16-09-2017	04:00:00	5.021
16-09-2017	05:00:00	5.215
16-09-2017	06:00:00	5.261
16-09-2017	07:00:00	5.595
16-09-2017	08:00:00	6.52
16-09-2017	09:00:00	7.092
16-09-2017	10:00:00	6.989
16-09-2017	11:00:00	6.941
16-09-2017	12:00:00	6.761
16-09-2017	13:00:00	6.53
16-09-2017	14:00:00	6.215
16-09-2017	15:00:00	6.296
16-09-2017	16:00:00	6.547
16-09-2017	17:00:00	7.007
16-09-2017	18:00:00	7.244
16-09-2017	19:00:00	7.645
16-09-2017	20:00:00	7.929
16-09-2017	21:00:00	7.519
16-09-2017	22:00:00	7.089
16-09-2017	23:00:00	6.54
17-09-2017	00:00:00	6.013
17-09-2017	01:00:00	5.644
17-09-2017	02:00:00	5.48
17-09-2017	03:00:00	5.484
17-09-2017	04:00:00	5.356
17-09-2017	05:00:00	5.455
17-09-2017	06:00:00	5.426
17-09-2017	07:00:00	5.64
17-09-2017	08:00:00	6.323
17-09-2017	09:00:00	6.752
17-09-2017	10:00:00	6.826
17-09-2017	11:00:00	7.054
17-09-2017	12:00:00	6.952
17-09-2017	13:00:00	6.584
17-09-2017	14:00:00	6.374
17-09-2017	15:00:00	6.745
17-09-2017	16:00:00	7.16
17-09-2017	17:00:00	7.235
17-09-2017	18:00:00	7.488
17-09-2017	19:00:00	8.422
17-09-2017	20:00:00	8.786
17-09-2017	21:00:00	8.043
17-09-2017	22:00:00	7.173
17-09-2017	23:00:00	6.47
18-09-2017	00:00:00	6.036
18-09-2017	01:00:00	5.89
18-09-2017	02:00:00	5.91
18-09-2017	03:00:00	6.067
18-09-2017	04:00:00	6.214
18-09-2017	05:00:00	6.664
18-09-2017	06:00:00	7.916
18-09-2017	07:00:00	8.373
18-09-2017	08:00:00	7.641
18-09-2017	09:00:00	7.004
18-09-2017	10:00:00	6.448
18-09-2017	11:00:00	6.17
18-09-2017	12:00:00	6.03
18-09-2017	13:00:00	5.635
18-09-2017	14:00:00	5.573
18-09-2017	15:00:00	5.566
18-09-2017	16:00:00	6.235
18-09-2017	17:00:00	7.104
18-09-2017	18:00:00	7.528
18-09-2017	19:00:00	8.389
18-09-2017	20:00:00	8.374
18-09-2017	21:00:00	7.577
18-09-2017	22:00:00	6.743
18-09-2017	23:00:00	5.72
19-09-2017	00:00:00	5.383
19-09-2017	01:00:00	5.023
19-09-2017	02:00:00	5.004
19-09-2017	03:00:00	5.033
19-09-2017	04:00:00	4.992
19-09-2017	05:00:00	5.427
19-09-2017	06:00:00	6.634
19-09-2017	07:00:00	7.215
19-09-2017	08:00:00	6.905
19-09-2017	09:00:00	6.445
19-09-2017	10:00:00	6.151
19-09-2017	11:00:00	5.86
19-09-2017	12:00:00	5.728
19-09-2017	13:00:00	5.482
19-09-2017	14:00:00	5.444
19-09-2017	15:00:00	5.746
19-09-2017	16:00:00	6.265
19-09-2017	17:00:00	7.217
19-09-2017	18:00:00	7.488
19-09-2017	19:00:00	8.277
19-09-2017	20:00:00	8.184
19-09-2017	21:00:00	7.509
19-09-2017	22:00:00	6.686
19-09-2017	23:00:00	5.647
20-09-2017	00:00:00	5.116
20-09-2017	01:00:00	4.883
20-09-2017	02:00:00	4.881
20-09-2017	03:00:00	4.917
20-09-2017	04:00:00	4.966
20-09-2017	05:00:00	5.22
20-09-2017	06:00:00	6.528
20-09-2017	07:00:00	7.121
20-09-2017	08:00:00	6.819
20-09-2017	09:00:00	6.415
20-09-2017	10:00:00	6.226
20-09-2017	11:00:00	5.918
20-09-2017	12:00:00	5.858
20-09-2017	13:00:00	5.492
20-09-2017	14:00:00	5.454
20-09-2017	15:00:00	5.422
20-09-2017	16:00:00	5.944
20-09-2017	17:00:00	6.796
20-09-2017	18:00:00	6.945
20-09-2017	19:00:00	7.763
20-09-2017	20:00:00	8.114
20-09-2017	21:00:00	7.419
20-09-2017	22:00:00	6.461
20-09-2017	23:00:00	5.607
21-09-2017	00:00:00	5.348
21-09-2017	01:00:00	5.038
21-09-2017	02:00:00	4.919
21-09-2017	03:00:00	4.79
21-09-2017	04:00:00	4.838
21-09-2017	05:00:00	5.163
21-09-2017	06:00:00	6.348
21-09-2017	07:00:00	6.973
21-09-2017	08:00:00	6.731
21-09-2017	09:00:00	6.353
21-09-2017	10:00:00	6.022
21-09-2017	11:00:00	5.905
21-09-2017	12:00:00	5.771
21-09-2017	13:00:00	5.553
21-09-2017	14:00:00	5.44
21-09-2017	15:00:00	5.451
21-09-2017	16:00:00	5.92
21-09-2017	17:00:00	6.677
21-09-2017	18:00:00	7.001
21-09-2017	19:00:00	7.763
21-09-2017	20:00:00	8.221
21-09-2017	21:00:00	7.615
21-09-2017	22:00:00	6.873
21-09-2017	23:00:00	6.004
22-09-2017	00:00:00	5.582
22-09-2017	01:00:00	5.419
22-09-2017	02:00:00	5.469
22-09-2017	03:00:00	5.482
22-09-2017	04:00:00	5.535
22-09-2017	05:00:00	5.854
22-09-2017	06:00:00	7.079
22-09-2017	07:00:00	7.76
22-09-2017	08:00:00	7.603
22-09-2017	09:00:00	7.308
22-09-2017	10:00:00	6.914
22-09-2017	11:00:00	6.524
22-09-2017	12:00:00	6.438
22-09-2017	13:00:00	6.256
22-09-2017	14:00:00	6.464
22-09-2017	15:00:00	6.762
22-09-2017	16:00:00	7.224
22-09-2017	17:00:00	7.957
22-09-2017	18:00:00	8.316
22-09-2017	19:00:00	8.595
22-09-2017	20:00:00	8.008
22-09-2017	21:00:00	7.372
22-09-2017	22:00:00	6.802
22-09-2017	23:00:00	6.217
23-09-2017	00:00:00	5.579
23-09-2017	01:00:00	5.28
23-09-2017	02:00:00	5.166
23-09-2017	03:00:00	5.079
23-09-2017	04:00:00	4.983
23-09-2017	05:00:00	5.057
23-09-2017	06:00:00	5.299
23-09-2017	07:00:00	5.583
23-09-2017	08:00:00	6.481
23-09-2017	09:00:00	7.073
23-09-2017	10:00:00	7.067
23-09-2017	11:00:00	7.045
23-09-2017	12:00:00	6.868
23-09-2017	13:00:00	6.616
23-09-2017	14:00:00	6.407
23-09-2017	15:00:00	6.493
23-09-2017	16:00:00	6.862
23-09-2017	17:00:00	7.562
23-09-2017	18:00:00	7.771
23-09-2017	19:00:00	7.926
23-09-2017	20:00:00	7.421
23-09-2017	21:00:00	7.037
23-09-2017	22:00:00	6.487
23-09-2017	23:00:00	5.865
24-09-2017	00:00:00	5.352
24-09-2017	01:00:00	5.009
24-09-2017	02:00:00	4.746
24-09-2017	03:00:00	4.733
24-09-2017	04:00:00	4.738
24-09-2017	05:00:00	4.747
24-09-2017	06:00:00	5.018
24-09-2017	07:00:00	5.123
24-09-2017	08:00:00	5.862
24-09-2017	09:00:00	6.582
24-09-2017	10:00:00	6.878
24-09-2017	11:00:00	6.669
24-09-2017	12:00:00	6.432
24-09-2017	13:00:00	6.144
24-09-2017	14:00:00	5.941
24-09-2017	15:00:00	5.982
24-09-2017	16:00:00	6.257
24-09-2017	17:00:00	6.861
24-09-2017	18:00:00	7.402
24-09-2017	19:00:00	8.266
24-09-2017	20:00:00	8.039
24-09-2017	21:00:00	7.175
24-09-2017	22:00:00	6.285
24-09-2017	23:00:00	5.467
25-09-2017	00:00:00	5.015
25-09-2017	01:00:00	4.748
25-09-2017	02:00:00	4.709
25-09-2017	03:00:00	4.759
25-09-2017	04:00:00	4.812
25-09-2017	05:00:00	5.07
25-09-2017	06:00:00	6.332
25-09-2017	07:00:00	6.842
25-09-2017	08:00:00	6.456
25-09-2017	09:00:00	6.139
25-09-2017	10:00:00	5.754
25-09-2017	11:00:00	5.618
25-09-2017	12:00:00	5.563
25-09-2017	13:00:00	5.458
25-09-2017	14:00:00	5.406
25-09-2017	15:00:00	5.466
25-09-2017	16:00:00	6.08
25-09-2017	17:00:00	7.265
25-09-2017	18:00:00	7.844
25-09-2017	19:00:00	8.166
25-09-2017	20:00:00	7.85
25-09-2017	21:00:00	7.195
25-09-2017	22:00:00	6.246
25-09-2017	23:00:00	5.337
26-09-2017	00:00:00	4.766
26-09-2017	01:00:00	4.558
26-09-2017	02:00:00	4.499
26-09-2017	03:00:00	4.428
26-09-2017	04:00:00	4.463
26-09-2017	05:00:00	4.774
26-09-2017	06:00:00	6.127
26-09-2017	07:00:00	6.623
26-09-2017	08:00:00	6.324
26-09-2017	09:00:00	5.961
26-09-2017	10:00:00	5.689
26-09-2017	11:00:00	5.516
26-09-2017	12:00:00	5.331
26-09-2017	13:00:00	5.209
26-09-2017	14:00:00	5.214
26-09-2017	15:00:00	5.26
26-09-2017	16:00:00	5.709
26-09-2017	17:00:00	6.502
26-09-2017	18:00:00	7.083
26-09-2017	19:00:00	7.927
26-09-2017	20:00:00	7.842
26-09-2017	21:00:00	7.161
26-09-2017	22:00:00	6.267
26-09-2017	23:00:00	5.344
27-09-2017	00:00:00	4.872
27-09-2017	01:00:00	4.566
27-09-2017	02:00:00	4.5
27-09-2017	03:00:00	4.404
27-09-2017	04:00:00	4.474
27-09-2017	05:00:00	4.695
27-09-2017	06:00:00	5.9
27-09-2017	07:00:00	6.413
27-09-2017	08:00:00	6.115
27-09-2017	09:00:00	5.846
27-09-2017	10:00:00	5.747
27-09-2017	11:00:00	5.626
27-09-2017	12:00:00	5.347
27-09-2017	13:00:00	5.226
27-09-2017	14:00:00	5.203
27-09-2017	15:00:00	5.245
27-09-2017	16:00:00	5.68
27-09-2017	17:00:00	6.62
27-09-2017	18:00:00	7.121
27-09-2017	19:00:00	8.195
27-09-2017	20:00:00	8.017
27-09-2017	21:00:00	7.272
27-09-2017	22:00:00	6.422
27-09-2017	23:00:00	5.389
28-09-2017	00:00:00	4.902
28-09-2017	01:00:00	4.649
28-09-2017	02:00:00	4.681
28-09-2017	03:00:00	4.727
28-09-2017	04:00:00	4.85
28-09-2017	05:00:00	5.092
28-09-2017	06:00:00	6.325
28-09-2017	07:00:00	6.955
28-09-2017	08:00:00	6.819
28-09-2017	09:00:00	6.448
28-09-2017	10:00:00	6.076
28-09-2017	11:00:00	6.014
28-09-2017	12:00:00	5.743
28-09-2017	13:00:00	5.626
28-09-2017	14:00:00	5.627
28-09-2017	15:00:00	5.739
28-09-2017	16:00:00	6.24
28-09-2017	17:00:00	6.997
28-09-2017	18:00:00	7.462
28-09-2017	19:00:00	8.328
28-09-2017	20:00:00	8.224
28-09-2017	21:00:00	7.436
28-09-2017	22:00:00	6.677
28-09-2017	23:00:00	5.613
29-09-2017	00:00:00	5.103
29-09-2017	01:00:00	4.747
29-09-2017	02:00:00	4.651
29-09-2017	03:00:00	4.648
29-09-2017	04:00:00	4.729
29-09-2017	05:00:00	5.02
29-09-2017	06:00:00	6.279
29-09-2017	07:00:00	6.981
29-09-2017	08:00:00	6.713
29-09-2017	09:00:00	6.62
29-09-2017	10:00:00	6.297
29-09-2017	11:00:00	6.07
29-09-2017	12:00:00	5.72
29-09-2017	13:00:00	5.585
29-09-2017	14:00:00	5.578
29-09-2017	15:00:00	5.645
29-09-2017	16:00:00	6.1
29-09-2017	17:00:00	6.637
29-09-2017	18:00:00	7.294
29-09-2017	19:00:00	8.118
29-09-2017	20:00:00	7.921
29-09-2017	21:00:00	7.229
29-09-2017	22:00:00	6.703
29-09-2017	23:00:00	6.128
30-09-2017	00:00:00	5.593
30-09-2017	01:00:00	5.303
30-09-2017	02:00:00	5.178
30-09-2017	03:00:00	5.128
30-09-2017	04:00:00	5.208
30-09-2017	05:00:00	5.435
30-09-2017	06:00:00	5.608
30-09-2017	07:00:00	5.773
30-09-2017	08:00:00	6.493
30-09-2017	09:00:00	6.864
30-09-2017	10:00:00	6.669
30-09-2017	11:00:00	6.679
30-09-2017	12:00:00	6.486
30-09-2017	13:00:00	6.366
30-09-2017	14:00:00	6.227
30-09-2017	15:00:00	6.273
30-09-2017	16:00:00	6.754
30-09-2017	17:00:00	7.212
30-09-2017	18:00:00	7.867
30-09-2017	19:00:00	8.207
30-09-2017	20:00:00	7.734
30-09-2017	21:00:00	7.164
30-09-2017	22:00:00	6.648
30-09-2017	23:00:00	6.028
01-10-2017	00:00:00	5.56
01-10-2017	01:00:00	5.268
01-10-2017	02:00:00	5.153
01-10-2017	03:00:00	5.084
01-10-2017	04:00:00	4.996
01-10-2017	05:00:00	5.117
01-10-2017	06:00:00	5.209
01-10-2017	07:00:00	5.316
01-10-2017	08:00:00	6.085
01-10-2017	09:00:00	6.614
01-10-2017	10:00:00	6.859
01-10-2017	11:00:00	7.347
01-10-2017	12:00:00	7.406
01-10-2017	13:00:00	7.26
01-10-2017	14:00:00	7.198
01-10-2017	15:00:00	7.189
01-10-2017	16:00:00	7.547
01-10-2017	17:00:00	8.187
01-10-2017	18:00:00	8.887
01-10-2017	19:00:00	9.531
01-10-2017	20:00:00	8.974
01-10-2017	21:00:00	8.195
01-10-2017	22:00:00	7.151
01-10-2017	23:00:00	6.408
02-10-2017	00:00:00	5.942
02-10-2017	01:00:00	5.681
02-10-2017	02:00:00	5.442
02-10-2017	03:00:00	5.424
02-10-2017	04:00:00	5.485
02-10-2017	05:00:00	5.801
02-10-2017	06:00:00	7.15
02-10-2017	07:00:00	7.656
02-10-2017	08:00:00	7.392
02-10-2017	09:00:00	7.325
02-10-2017	10:00:00	7.602
02-10-2017	11:00:00	7.649
02-10-2017	12:00:00	7.695
02-10-2017	13:00:00	7.593
02-10-2017	14:00:00	7.578
02-10-2017	15:00:00	7.117
02-10-2017	16:00:00	7.112
02-10-2017	17:00:00	7.885
02-10-2017	18:00:00	8.593
02-10-2017	19:00:00	9.43
02-10-2017	20:00:00	8.808
02-10-2017	21:00:00	8.116
02-10-2017	22:00:00	7.189
02-10-2017	23:00:00	6.263
03-10-2017	00:00:00	5.662
03-10-2017	01:00:00	5.411
03-10-2017	02:00:00	5.393
03-10-2017	03:00:00	5.304
03-10-2017	04:00:00	5.427
03-10-2017	05:00:00	5.752
03-10-2017	06:00:00	7.048
03-10-2017	07:00:00	7.698
03-10-2017	08:00:00	7.327
03-10-2017	09:00:00	6.94
03-10-2017	10:00:00	6.46
03-10-2017	11:00:00	6.369
03-10-2017	12:00:00	6.064
03-10-2017	13:00:00	5.78
03-10-2017	14:00:00	5.737
03-10-2017	15:00:00	5.777
03-10-2017	16:00:00	6.302
03-10-2017	17:00:00	7.299
03-10-2017	18:00:00	7.927
03-10-2017	19:00:00	8.968
03-10-2017	20:00:00	8.539
03-10-2017	21:00:00	7.89
03-10-2017	22:00:00	6.944
03-10-2017	23:00:00	6.151
04-10-2017	00:00:00	5.566
04-10-2017	01:00:00	5.4
04-10-2017	02:00:00	5.356
04-10-2017	03:00:00	5.3
04-10-2017	04:00:00	5.411
04-10-2017	05:00:00	5.734
04-10-2017	06:00:00	6.974
04-10-2017	07:00:00	7.792
04-10-2017	08:00:00	7.596
04-10-2017	09:00:00	7.241
04-10-2017	10:00:00	7.197
04-10-2017	11:00:00	7.186
04-10-2017	12:00:00	7.173
04-10-2017	13:00:00	7.168
04-10-2017	14:00:00	7.274
04-10-2017	15:00:00	7.416
04-10-2017	16:00:00	8.095
04-10-2017	17:00:00	9.837
04-10-2017	18:00:00	10.343
04-10-2017	19:00:00	10.681
04-10-2017	20:00:00	10.11
04-10-2017	21:00:00	9.252
04-10-2017	22:00:00	8.258
04-10-2017	23:00:00	7.356
05-10-2017	00:00:00	6.895
05-10-2017	01:00:00	6.482
05-10-2017	02:00:00	6.367
05-10-2017	03:00:00	6.338
05-10-2017	04:00:00	6.381
05-10-2017	05:00:00	6.659
05-10-2017	06:00:00	7.974
05-10-2017	07:00:00	8.709
05-10-2017	08:00:00	8.24
05-10-2017	09:00:00	7.875
05-10-2017	10:00:00	7.689
05-10-2017	11:00:00	7.501
05-10-2017	12:00:00	7.595
05-10-2017	13:00:00	7.419
05-10-2017	14:00:00	7.522
05-10-2017	15:00:00	7.512
05-10-2017	16:00:00	7.971
05-10-2017	17:00:00	9.043
05-10-2017	18:00:00	9.794
05-10-2017	19:00:00	10.317
05-10-2017	20:00:00	9.995
05-10-2017	21:00:00	9.299
05-10-2017	22:00:00	8.278
05-10-2017	23:00:00	7.366
06-10-2017	00:00:00	6.863
06-10-2017	01:00:00	6.608
06-10-2017	02:00:00	6.564
06-10-2017	03:00:00	6.372
06-10-2017	04:00:00	6.479
06-10-2017	05:00:00	6.817
06-10-2017	06:00:00	7.964
06-10-2017	07:00:00	8.691
06-10-2017	08:00:00	8.24
06-10-2017	09:00:00	7.745
06-10-2017	10:00:00	7.15
06-10-2017	11:00:00	6.76
06-10-2017	12:00:00	6.551
06-10-2017	13:00:00	6.238
06-10-2017	14:00:00	6.135
06-10-2017	15:00:00	6.31
06-10-2017	16:00:00	6.911
06-10-2017	17:00:00	7.658
06-10-2017	18:00:00	8.483
06-10-2017	19:00:00	9.252
06-10-2017	20:00:00	8.695
06-10-2017	21:00:00	8.026
06-10-2017	22:00:00	7.408
06-10-2017	23:00:00	6.924
07-10-2017	00:00:00	6.396
07-10-2017	01:00:00	6.017
07-10-2017	02:00:00	5.709
07-10-2017	03:00:00	5.666
07-10-2017	04:00:00	5.75
07-10-2017	05:00:00	5.853
07-10-2017	06:00:00	6.194
07-10-2017	07:00:00	6.563
07-10-2017	08:00:00	7.368
07-10-2017	09:00:00	8.021
07-10-2017	10:00:00	8.279
07-10-2017	11:00:00	8.828
07-10-2017	12:00:00	8.745
07-10-2017	13:00:00	8.646
07-10-2017	14:00:00	8.581
07-10-2017	15:00:00	8.858
07-10-2017	16:00:00	9.317
07-10-2017	17:00:00	9.934
07-10-2017	18:00:00	10.295
07-10-2017	19:00:00	9.968
07-10-2017	20:00:00	9.183
07-10-2017	21:00:00	8.596
07-10-2017	22:00:00	7.937
07-10-2017	23:00:00	7.435
08-10-2017	00:00:00	7.126
08-10-2017	01:00:00	6.746
08-10-2017	02:00:00	6.606
08-10-2017	03:00:00	6.46
08-10-2017	04:00:00	6.554
08-10-2017	05:00:00	6.674
08-10-2017	06:00:00	6.935
08-10-2017	07:00:00	7.186
08-10-2017	08:00:00	7.917
08-10-2017	09:00:00	8.552
08-10-2017	10:00:00	8.394
08-10-2017	11:00:00	8.356
08-10-2017	12:00:00	8.187
08-10-2017	13:00:00	8.023
08-10-2017	14:00:00	7.612
08-10-2017	15:00:00	7.742
08-10-2017	16:00:00	8.086
08-10-2017	17:00:00	9.119
08-10-2017	18:00:00	10.221
08-10-2017	19:00:00	10.582
08-10-2017	20:00:00	9.907
08-10-2017	21:00:00	9.221
08-10-2017	22:00:00	8.116
08-10-2017	23:00:00	7.161
09-10-2017	00:00:00	6.742
09-10-2017	01:00:00	6.428
09-10-2017	02:00:00	6.568
09-10-2017	03:00:00	6.623
09-10-2017	04:00:00	6.619
09-10-2017	05:00:00	6.852
09-10-2017	06:00:00	8.295
09-10-2017	07:00:00	9.025
09-10-2017	08:00:00	8.532
09-10-2017	09:00:00	8.014
09-10-2017	10:00:00	7.448
09-10-2017	11:00:00	7.131
09-10-2017	12:00:00	6.907
09-10-2017	13:00:00	6.655
09-10-2017	14:00:00	6.528
09-10-2017	15:00:00	6.561
09-10-2017	16:00:00	7.229
09-10-2017	17:00:00	8.217
09-10-2017	18:00:00	9.398
09-10-2017	19:00:00	10.17
09-10-2017	20:00:00	9.686
09-10-2017	21:00:00	8.868
09-10-2017	22:00:00	7.877
09-10-2017	23:00:00	7.034
10-10-2017	00:00:00	6.759
10-10-2017	01:00:00	6.547
10-10-2017	02:00:00	6.577
10-10-2017	03:00:00	6.55
10-10-2017	04:00:00	6.654
10-10-2017	05:00:00	7.021
10-10-2017	06:00:00	8.418
10-10-2017	07:00:00	9.401
10-10-2017	08:00:00	8.441
10-10-2017	09:00:00	7.931
10-10-2017	10:00:00	7.225
10-10-2017	11:00:00	6.979
10-10-2017	12:00:00	6.78
10-10-2017	13:00:00	6.42
10-10-2017	14:00:00	6.484
10-10-2017	15:00:00	6.795
10-10-2017	16:00:00	7.523
10-10-2017	17:00:00	8.774
10-10-2017	18:00:00	9.599
10-10-2017	19:00:00	9.64
10-10-2017	20:00:00	9.205
10-10-2017	21:00:00	8.397
10-10-2017	22:00:00	7.446
10-10-2017	23:00:00	6.58
11-10-2017	00:00:00	6.182
11-10-2017	01:00:00	5.838
11-10-2017	02:00:00	5.801
11-10-2017	03:00:00	5.726
11-10-2017	04:00:00	5.758
11-10-2017	05:00:00	6.031
11-10-2017	06:00:00	7.383
11-10-2017	07:00:00	8.295
11-10-2017	08:00:00	7.763
11-10-2017	09:00:00	7.593
11-10-2017	10:00:00	7.423
11-10-2017	11:00:00	7.477
11-10-2017	12:00:00	7.493
11-10-2017	13:00:00	7.162
11-10-2017	14:00:00	6.909
11-10-2017	15:00:00	6.837
11-10-2017	16:00:00	7.52
11-10-2017	17:00:00	8.756
11-10-2017	18:00:00	9.573
11-10-2017	19:00:00	9.65
11-10-2017	20:00:00	9.152
11-10-2017	21:00:00	8.3
11-10-2017	22:00:00	7.353
11-10-2017	23:00:00	6.515
12-10-2017	00:00:00	5.845
12-10-2017	01:00:00	5.524
12-10-2017	02:00:00	5.47
12-10-2017	03:00:00	5.472
12-10-2017	04:00:00	5.489
12-10-2017	05:00:00	5.864
12-10-2017	06:00:00	7.311
12-10-2017	07:00:00	8.127
12-10-2017	08:00:00	7.588
12-10-2017	09:00:00	7.444
12-10-2017	10:00:00	7.21
12-10-2017	11:00:00	6.881
12-10-2017	12:00:00	6.67
12-10-2017	13:00:00	6.558
12-10-2017	14:00:00	6.833
12-10-2017	15:00:00	6.804
12-10-2017	16:00:00	7.454
12-10-2017	17:00:00	8.316
12-10-2017	18:00:00	9.51
12-10-2017	19:00:00	10
12-10-2017	20:00:00	9.657
12-10-2017	21:00:00	8.912
12-10-2017	22:00:00	7.931
12-10-2017	23:00:00	7.143
13-10-2017	00:00:00	6.646
13-10-2017	01:00:00	6.411
13-10-2017	02:00:00	6.253
13-10-2017	03:00:00	6.313
13-10-2017	04:00:00	6.324
13-10-2017	05:00:00	6.659
13-10-2017	06:00:00	8.07
13-10-2017	07:00:00	9.005
13-10-2017	08:00:00	8.366
13-10-2017	09:00:00	7.911
13-10-2017	10:00:00	7.347
13-10-2017	11:00:00	6.978
13-10-2017	12:00:00	6.762
13-10-2017	13:00:00	6.369
13-10-2017	14:00:00	6.28
13-10-2017	15:00:00	6.305
13-10-2017	16:00:00	6.92
13-10-2017	17:00:00	8.041
13-10-2017	18:00:00	9.063
